hotspot_id,CHI,CHI_category,hotspot_rank,dominant_junction,dominant_police_station,explainability
HS_89618920963ffff,64.55703126049322,High,121,No Junction,HAL Old Airport,"CHI = 65 | 4.4% Junction, 15.1% Vehicle, 20.8% Violation, 21.6% Density, 35.6% Recurrence, 2.5% Temporal"
HS_89618925c6fffff,64.5001146543397,High,122,BTP135 - UCO Bank Junction,Adugodi,"CHI = 65 | 21.9% Junction, 12.5% Vehicle, 14.0% Violation, 19.9% Density, 26.9% Recurrence, 4.8% Temporal"
HS_8960145b3abffff,64.46379822647174,High,123,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,"CHI = 64 | 21.9% Junction, 13.3% Vehicle, 15.7% Violation, 20.2% Density, 26.2% Recurrence, 2.7% Temporal"
HS_8960145b08fffff,64.4223248939233,High,124,No Junction,Sheshadripuram,"CHI = 64 | 8.8% Junction, 15.4% Vehicle, 12.8% Violation, 20.6% Density, 38.7% Recurrence, 3.7% Temporal"
HS_8960145b44fffff,64.264968856148,High,125,BTP034 - LRDE Junction,High ground,"CHI = 64 | 18.0% Junction, 14.3% Vehicle, 13.7% Violation, 20.0% Density, 31.5% Recurrence, 2.5% Temporal"
HS_8960145b54fffff,64.21687798005958,High,126,BTP057 - Anand Rao Junction,Sheshadripuram,"CHI = 64 | 22.0% Junction, 13.5% Vehicle, 15.7% Violation, 18.5% Density, 21.6% Recurrence, 8.6% Temporal"
HS_896016964b7ffff,64.03074463628695,High,127,No Junction,Kodigehalli,"CHI = 64 | 4.4% Junction, 11.4% Vehicle, 15.0% Violation, 21.9% Density, 43.7% Recurrence, 3.6% Temporal"
HS_8961892c9d7ffff,63.91863742765192,High,128,No Junction,Hebbala,"CHI = 64 | 4.4% Junction, 11.7% Vehicle, 12.1% Violation, 21.9% Density, 46.5% Recurrence, 3.4% Temporal"
HS_8961892e98fffff,63.91196097029789,High,129,No Junction,Shivajinagar,"CHI = 64 | 4.4% Junction, 15.8% Vehicle, 13.6% Violation, 21.6% Density, 42.2% Recurrence, 2.4% Temporal"
HS_8961892c98bffff,63.62741030469056,High,130,No Junction,Hebbala,"CHI = 64 | 4.4% Junction, 13.1% Vehicle, 11.8% Violation, 21.8% Density, 45.7% Recurrence, 3.1% Temporal"
HS_89618925453ffff,63.54832113398723,High,131,No Junction,HAL Old Airport,"CHI = 64 | 4.4% Junction, 14.0% Vehicle, 15.8% Violation, 21.8% Density, 40.9% Recurrence, 3.0% Temporal"
HS_8960145b17bffff,63.26791324423038,High,132,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar,"CHI = 63 | 22.3% Junction, 13.4% Vehicle, 15.8% Violation, 20.4% Density, 24.8% Recurrence, 3.2% Temporal"
HS_8960145b593ffff,62.97189183153596,High,133,BTP082 - KR Market Junction,City Market,"CHI = 63 | 22.4% Junction, 13.5% Vehicle, 16.3% Violation, 19.1% Density, 24.0% Recurrence, 4.7% Temporal"
HS_8961892cb7bffff,62.92732132596377,High,134,No Junction,Kodigehalli,"CHI = 63 | 4.5% Junction, 12.2% Vehicle, 15.4% Violation, 22.1% Density, 42.4% Recurrence, 3.4% Temporal"
HS_89618925363ffff,62.89075141654943,High,135,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,"CHI = 63 | 22.5% Junction, 14.1% Vehicle, 15.4% Violation, 20.2% Density, 24.0% Recurrence, 3.9% Temporal"
HS_8961892e28fffff,62.804960053157046,High,136,No Junction,K.R. Pura,"CHI = 63 | 4.5% Junction, 13.9% Vehicle, 17.8% Violation, 21.2% Density, 36.9% Recurrence, 5.6% Temporal"
HS_8960169019bffff,62.74669975410965,High,137,No Junction,Devanahalli Airport,"CHI = 63 | 4.5% Junction, 16.8% Vehicle, 15.0% Violation, 21.6% Density, 38.0% Recurrence, 4.1% Temporal"
HS_8960145b077ffff,62.46460196700656,High,138,No Junction,Malleshwaram,"CHI = 62 | 4.5% Junction, 14.9% Vehicle, 15.6% Violation, 22.0% Density, 40.2% Recurrence, 2.8% Temporal"
HS_8961892536bffff,62.4256698956987,High,139,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,"CHI = 62 | 22.3% Junction, 14.8% Vehicle, 14.9% Violation, 20.8% Density, 20.8% Recurrence, 6.4% Temporal"
HS_896189259bbffff,62.203225984221966,High,140,"BTP189 - New Diagonal Road, Jayanagar",Jayanagara,"CHI = 62 | 22.7% Junction, 13.2% Vehicle, 11.7% Violation, 21.6% Density, 28.0% Recurrence, 2.9% Temporal"
HS_8961892582bffff,62.16493428575649,High,141,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,"CHI = 62 | 22.7% Junction, 11.7% Vehicle, 12.6% Violation, 20.7% Density, 29.0% Recurrence, 3.3% Temporal"
HS_89618926397ffff,62.02573086155443,High,142,No Junction,Electronic City,"CHI = 62 | 4.6% Junction, 12.3% Vehicle, 15.9% Violation, 22.3% Density, 36.7% Recurrence, 8.3% Temporal"
HS_89618925977ffff,61.96195825953963,High,143,BTP216 - Yediyur Junction,Basavanagudi,"CHI = 62 | 22.8% Junction, 16.4% Vehicle, 15.0% Violation, 20.0% Density, 23.2% Recurrence, 2.5% Temporal"
HS_89601459563ffff,61.96161496000341,High,144,No Junction,Yeshwanthpura,"CHI = 62 | 4.6% Junction, 13.0% Vehicle, 17.5% Violation, 21.7% Density, 39.2% Recurrence, 4.0% Temporal"
HS_89618925b0fffff,61.83007767566554,High,145,BTP167 - JC Road Junction,City Market,"CHI = 62 | 22.8% Junction, 13.0% Vehicle, 17.6% Violation, 19.7% Density, 22.8% Recurrence, 4.0% Temporal"
HS_89618924a07ffff,61.81604907684096,High,146,"BTP117 - 9th Cross, Kanakapura Road",J.P. Nagar,"CHI = 62 | 22.8% Junction, 12.3% Vehicle, 16.9% Violation, 20.3% Density, 22.4% Recurrence, 5.2% Temporal"
HS_89618924a47ffff,61.4876248868771,High,147,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",Jayanagara,"CHI = 61 | 23.0% Junction, 15.0% Vehicle, 14.1% Violation, 20.3% Density, 24.8% Recurrence, 3.0% Temporal"
HS_8960145b063ffff,61.44660577716018,High,148,No Junction,Malleshwaram,"CHI = 61 | 4.6% Junction, 13.8% Vehicle, 15.8% Violation, 22.3% Density, 40.4% Recurrence, 3.1% Temporal"
HS_8961892e55bffff,61.17540603335614,High,149,No Junction,Mahadevapura,"CHI = 61 | 4.6% Junction, 15.6% Vehicle, 19.2% Violation, 21.9% Density, 35.6% Recurrence, 3.1% Temporal"
HS_89618924a5bffff,61.014900603057306,High,150,"BTP191 - 40th Cross, 4th Main, Jayanagar",Jayanagara,"CHI = 61 | 23.2% Junction, 15.8% Vehicle, 14.7% Violation, 19.0% Density, 23.2% Recurrence, 4.1% Temporal"
HS_89618920923ffff,60.89991057995181,High,151,No Junction,HAL Old Airport,"CHI = 61 | 4.6% Junction, 12.2% Vehicle, 15.8% Violation, 23.2% Density, 41.5% Recurrence, 2.7% Temporal"
HS_8961892e383ffff,60.64862240697752,High,152,No Junction,Mahadevapura,"CHI = 61 | 4.7% Junction, 15.9% Vehicle, 19.2% Violation, 21.1% Density, 31.8% Recurrence, 7.3% Temporal"
HS_8960145b697ffff,60.61943701310737,High,153,No Junction,Shivajinagar,"CHI = 61 | 4.7% Junction, 13.6% Vehicle, 16.4% Violation, 22.4% Density, 39.2% Recurrence, 3.8% Temporal"
HS_89618925403ffff,60.450514543473,High,154,No Junction,Bellandur,"CHI = 60 | 4.7% Junction, 14.8% Vehicle, 14.3% Violation, 22.7% Density, 39.4% Recurrence, 4.0% Temporal"
HS_89618925b23ffff,60.34796447437946,High,155,BTP118 - Basappa Circle,City Market,"CHI = 60 | 23.4% Junction, 12.2% Vehicle, 16.0% Violation, 20.9% Density, 23.2% Recurrence, 4.3% Temporal"
HS_8960145b107ffff,60.21960925526463,High,156,"BTP024 - NPS, Vijayanagar",Magadi Road,"CHI = 60 | 23.5% Junction, 13.9% Vehicle, 16.1% Violation, 21.1% Density, 22.4% Recurrence, 3.0% Temporal"
HS_89618924ac3ffff,60.10966178392124,High,157,"BTP197 - 9th Cross, 24th Main, JP Nagar",J.P. Nagar,"CHI = 60 | 23.5% Junction, 13.9% Vehicle, 16.0% Violation, 20.7% Density, 22.8% Recurrence, 3.0% Temporal"
HS_8960145b16fffff,60.07957940077577,High,158,BTP205 - Modi Hospital Junction,Vijayanagara,"CHI = 60 | 23.5% Junction, 14.5% Vehicle, 18.0% Violation, 19.1% Density, 21.2% Recurrence, 3.8% Temporal"
HS_8960145b157ffff,60.00025342688278,High,159,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,"CHI = 60 | 23.5% Junction, 14.7% Vehicle, 16.4% Violation, 20.5% Density, 20.0% Recurrence, 4.8% Temporal"
HS_8961892e9b7ffff,59.84235980961945,Moderate,160,No Junction,Cubbon Park,"CHI = 60 | 11.2% Junction, 12.9% Vehicle, 15.6% Violation, 22.2% Density, 33.3% Recurrence, 4.8% Temporal"
HS_896189259c7ffff,59.81502098239305,Moderate,161,BTP219 - Canara Bank Junction,Jayanagara,"CHI = 60 | 23.6% Junction, 15.7% Vehicle, 13.2% Violation, 20.6% Density, 24.0% Recurrence, 2.9% Temporal"
HS_896014594d3ffff,59.79664283568471,Moderate,162,No Junction,Sadashivanagar,"CHI = 60 | 4.7% Junction, 15.1% Vehicle, 15.6% Violation, 22.5% Density, 38.7% Recurrence, 3.4% Temporal"
HS_8960145a27bffff,59.590704466933275,Moderate,163,BTP020 - Hosahalli Metro Station,Vijayanagara,"CHI = 60 | 23.7% Junction, 12.6% Vehicle, 13.6% Violation, 21.9% Density, 25.5% Recurrence, 2.8% Temporal"
HS_89618925b3bffff,59.581361878683644,Moderate,164,BTP167 - JC Road Junction,City Market,"CHI = 60 | 23.7% Junction, 12.8% Vehicle, 18.1% Violation, 21.1% Density, 20.8% Recurrence, 3.4% Temporal"
HS_8961892541bffff,59.55710805769846,Moderate,165,No Junction,Bellandur,"CHI = 60 | 4.7% Junction, 16.4% Vehicle, 16.8% Violation, 23.0% Density, 35.3% Recurrence, 3.7% Temporal"
HS_89618925c03ffff,59.55121967739577,Moderate,166,BTP137 - Madiwala Traffic PS Junction,Madiwala,"CHI = 60 | 16.2% Junction, 16.4% Vehicle, 12.2% Violation, 22.6% Density, 27.6% Recurrence, 5.0% Temporal"
HS_8961892eca7ffff,59.5333016621106,Moderate,167,No Junction,Jeevanbheemanagar,"CHI = 60 | 4.7% Junction, 13.8% Vehicle, 14.7% Violation, 22.8% Density, 40.4% Recurrence, 3.6% Temporal"
HS_8961892cb0bffff,59.353900973900274,Moderate,168,No Junction,Kodigehalli,"CHI = 59 | 4.8% Junction, 16.2% Vehicle, 17.5% Violation, 22.1% Density, 30.3% Recurrence, 9.1% Temporal"
HS_89601458293ffff,59.321146966974304,Moderate,169,No Junction,Rajajinagar,"CHI = 59 | 4.8% Junction, 14.9% Vehicle, 20.4% Violation, 21.5% Density, 34.5% Recurrence, 4.0% Temporal"
HS_896189255cbffff,59.197442882773,Moderate,170,No Junction,Bellandur,"CHI = 59 | 4.8% Junction, 14.5% Vehicle, 17.6% Violation, 22.1% Density, 37.2% Recurrence, 3.9% Temporal"
HS_8960145b483ffff,59.183117385814285,Moderate,171,BTP063 - Siddalingaiah Circle,Cubbon Park,"CHI = 59 | 23.9% Junction, 16.0% Vehicle, 13.7% Violation, 21.1% Density, 20.0% Recurrence, 5.3% Temporal"
HS_8961892e997ffff,59.161503475795094,Moderate,172,No Junction,Halasur,"CHI = 59 | 4.8% Junction, 16.0% Vehicle, 12.5% Violation, 22.6% Density, 41.5% Recurrence, 2.5% Temporal"
HS_8960145b337ffff,59.15506602592316,Moderate,173,BTP023 - Mahalaxmi Layout Entrance,Rajajinagar,"CHI = 59 | 23.9% Junction, 14.0% Vehicle, 16.8% Violation, 21.3% Density, 21.2% Recurrence, 2.8% Temporal"
HS_8960145b41bffff,59.14258725841339,Moderate,174,BTP047 - Vidhan Soudha Metro Station,Cubbon Park,"CHI = 59 | 23.9% Junction, 15.1% Vehicle, 13.0% Violation, 21.5% Density, 23.6% Recurrence, 3.0% Temporal"
HS_89601459573ffff,59.120403504642724,Moderate,175,No Junction,Yeshwanthpura,"CHI = 59 | 4.8% Junction, 15.0% Vehicle, 17.8% Violation, 21.9% Density, 33.3% Recurrence, 7.2% Temporal"
HS_8961892cb4fffff,59.11805954466162,Moderate,176,No Junction,Kodigehalli,"CHI = 59 | 4.8% Junction, 12.3% Vehicle, 16.3% Violation, 23.5% Density, 39.9% Recurrence, 3.2% Temporal"
HS_8961892530bffff,59.10212314099197,Moderate,177,No Junction,Jeevanbheemanagar,"CHI = 59 | 6.6% Junction, 15.7% Vehicle, 12.4% Violation, 23.0% Density, 39.7% Recurrence, 2.6% Temporal"
HS_8960145b00fffff,59.101722724854554,Moderate,178,No Junction,Malleshwaram,"CHI = 59 | 4.8% Junction, 14.8% Vehicle, 15.0% Violation, 23.3% Density, 39.4% Recurrence, 2.6% Temporal"
HS_8961892092bffff,59.09115178754841,Moderate,179,No Junction,HAL Old Airport,"CHI = 59 | 4.8% Junction, 14.2% Vehicle, 16.9% Violation, 23.5% Density, 37.7% Recurrence, 3.0% Temporal"
HS_8960145b403ffff,59.01613939287842,Moderate,180,BTP041 - Gopal Gowda Circle,Cubbon Park,"CHI = 59 | 23.9% Junction, 13.3% Vehicle, 15.3% Violation, 21.7% Density, 20.8% Recurrence, 5.0% Temporal"
HS_89618925d97ffff,58.965486657143664,Moderate,181,BTP130 - GD Mara Junction,Mico Layout,"CHI = 59 | 24.0% Junction, 12.3% Vehicle, 12.5% Violation, 23.0% Density, 25.5% Recurrence, 2.8% Temporal"
HS_89618925b6bffff,58.93394022921476,Moderate,182,"BTP080 - NR Road, SP Road Junction",Halasuru Gate,"CHI = 59 | 23.2% Junction, 12.3% Vehicle, 17.7% Violation, 20.8% Density, 22.8% Recurrence, 3.2% Temporal"
HS_89618925a23ffff,58.85427926455446,Moderate,183,BTP172 - Nanjappa Circle,Ashok Nagar,"CHI = 59 | 24.0% Junction, 12.2% Vehicle, 12.3% Violation, 23.1% Density, 25.9% Recurrence, 2.5% Temporal"
HS_8961892eba3ffff,58.8237693756515,Moderate,184,No Junction,Pulikeshinagar(F.Town),"CHI = 59 | 4.8% Junction, 12.9% Vehicle, 14.4% Violation, 23.2% Density, 39.9% Recurrence, 4.8% Temporal"
HS_8960145b303ffff,58.819765194197615,Moderate,185,No Junction,Malleshwaram,"CHI = 59 | 13.6% Junction, 14.2% Vehicle, 16.6% Violation, 23.0% Density, 29.6% Recurrence, 3.0% Temporal"
HS_8961892e483ffff,58.81422363511011,Moderate,186,No Junction,HAL Old Airport,"CHI = 59 | 4.8% Junction, 16.9% Vehicle, 17.1% Violation, 22.8% Density, 33.9% Recurrence, 4.5% Temporal"
HS_8960145b1a3ffff,58.76717468594658,Moderate,187,BTP069 - MC Circle,Magadi Road,"CHI = 59 | 24.0% Junction, 14.7% Vehicle, 16.3% Violation, 19.3% Density, 22.1% Recurrence, 3.6% Temporal"
HS_89618924a63ffff,58.695630020131205,Moderate,188,"BTP113 - 27th Cross, Pai Vista, KR Road",Banashankari,"CHI = 59 | 24.1% Junction, 12.4% Vehicle, 13.1% Violation, 21.1% Density, 26.2% Recurrence, 3.1% Temporal"
HS_8961892ed2bffff,58.671104507519175,Moderate,189,No Junction,Halasur,"CHI = 59 | 4.8% Junction, 15.8% Vehicle, 13.8% Violation, 22.8% Density, 39.4% Recurrence, 3.3% Temporal"
HS_8961892e2a3ffff,58.628760916417036,Moderate,190,No Junction,K.R. Pura,"CHI = 59 | 4.8% Junction, 14.3% Vehicle, 16.2% Violation, 22.2% Density, 35.9% Recurrence, 6.7% Temporal"
HS_8961892e3d3ffff,58.58929325880686,Moderate,191,No Junction,K.R. Pura,"CHI = 59 | 4.8% Junction, 14.6% Vehicle, 17.2% Violation, 23.7% Density, 33.9% Recurrence, 5.8% Temporal"
HS_8961892eca3ffff,58.544416142000834,Moderate,192,No Junction,Jeevanbheemanagar,"CHI = 59 | 4.8% Junction, 17.0% Vehicle, 16.3% Violation, 22.6% Density, 33.3% Recurrence, 5.9% Temporal"
HS_89618925357ffff,58.53014884930501,Moderate,193,No Junction,Jeevanbheemanagar,"CHI = 59 | 4.8% Junction, 14.5% Vehicle, 13.9% Violation, 23.0% Density, 40.6% Recurrence, 3.1% Temporal"
HS_89618925863ffff,58.47796389750919,Moderate,194,"BTP123 - 10th Cross, Wilson Garden",Wilson Garden,"CHI = 58 | 22.7% Junction, 14.5% Vehicle, 15.9% Violation, 20.9% Density, 21.2% Recurrence, 4.7% Temporal"
HS_8960145b6a3ffff,58.454219123228,Moderate,195,BTP032 - Windsor Circle,High ground,"CHI = 58 | 18.5% Junction, 12.5% Vehicle, 15.3% Violation, 23.6% Density, 26.9% Recurrence, 3.2% Temporal"
HS_8960145b25bffff,58.02268236405179,Moderate,196,No Junction,R.T. Nagar,"CHI = 58 | 4.9% Junction, 15.0% Vehicle, 16.1% Violation, 22.9% Density, 37.7% Recurrence, 3.4% Temporal"
HS_8961892589bffff,57.976720523075066,Moderate,197,BTP136 - Hosur-Tavarkere Road Junction,Mico Layout,"CHI = 58 | 24.4% Junction, 17.4% Vehicle, 20.1% Violation, 18.2% Density, 13.6% Recurrence, 6.3% Temporal"
HS_89618925a7bffff,57.89950126906427,Moderate,198,No Junction,Ashok Nagar,"CHI = 58 | 4.9% Junction, 15.8% Vehicle, 17.0% Violation, 22.6% Density, 33.6% Recurrence, 6.1% Temporal"
HS_8961892ed2fffff,57.827253781843154,Moderate,199,No Junction,Halasur,"CHI = 58 | 4.9% Junction, 14.0% Vehicle, 14.6% Violation, 23.3% Density, 40.2% Recurrence, 3.0% Temporal"
HS_896189240d3ffff,57.67454435820445,Moderate,200,No Junction,Hulimavu,"CHI = 58 | 4.9% Junction, 14.6% Vehicle, 18.3% Violation, 22.7% Density, 33.6% Recurrence, 5.8% Temporal"
HS_8960145b407ffff,57.544412026493,Moderate,201,BTP037 - KR Circle,Cubbon Park,"CHI = 58 | 24.5% Junction, 16.5% Vehicle, 13.1% Violation, 20.9% Density, 22.4% Recurrence, 2.5% Temporal"
HS_8961892ecbbffff,57.50187718443078,Moderate,202,No Junction,Jeevanbheemanagar,"CHI = 58 | 4.9% Junction, 16.7% Vehicle, 19.2% Violation, 23.2% Density, 31.8% Recurrence, 4.2% Temporal"
HS_89618925b17ffff,57.48883238343181,Moderate,203,BTP120 - Lalbagh Main Gate Junction,Wilson Garden,"CHI = 57 | 24.6% Junction, 15.6% Vehicle, 15.5% Violation, 20.5% Density, 20.0% Recurrence, 3.8% Temporal"
HS_8961892f69bffff,57.415400556597675,Moderate,204,No Junction,K.R. Pura,"CHI = 57 | 4.9% Junction, 15.1% Vehicle, 18.2% Violation, 22.2% Density, 35.3% Recurrence, 4.2% Temporal"
HS_89618925997ffff,57.394613702608744,Moderate,205,"BTP226 - 33rd Cross, 11th Main, Jayanagar",Jayanagara,"CHI = 57 | 23.0% Junction, 16.5% Vehicle, 16.8% Violation, 20.2% Density, 19.6% Recurrence, 4.0% Temporal"
HS_8961892c96fffff,57.38161125530659,Moderate,206,No Junction,Kodigehalli,"CHI = 57 | 4.9% Junction, 13.1% Vehicle, 16.8% Violation, 24.0% Density, 36.1% Recurrence, 5.1% Temporal"
HS_8960145b4b7ffff,57.3623313111093,Moderate,207,BTP075 - Police Corner,Halasuru Gate,"CHI = 57 | 24.6% Junction, 14.3% Vehicle, 16.6% Violation, 21.4% Density, 20.4% Recurrence, 2.7% Temporal"
HS_89618924acbffff,57.35268050492135,Moderate,208,"BTP177 - Aurobindo Circle, ORR",J.P. Nagar,"CHI = 57 | 24.6% Junction, 15.3% Vehicle, 17.1% Violation, 20.6% Density, 17.8% Recurrence, 4.6% Temporal"
HS_8960145b497ffff,57.345548331868315,Moderate,209,BTP203 - RRMR Junction,Halasuru Gate,"CHI = 57 | 24.6% Junction, 15.6% Vehicle, 15.2% Violation, 20.6% Density, 18.3% Recurrence, 5.7% Temporal"
HS_8960145b08bffff,57.33934520075113,Moderate,210,BTP054 - Shivananda Circle,Sheshadripuram,"CHI = 57 | 24.6% Junction, 16.8% Vehicle, 15.9% Violation, 19.2% Density, 20.4% Recurrence, 3.1% Temporal"
HS_8961892422fffff,57.32889865665663,Moderate,211,No Junction,HSR Layout,"CHI = 57 | 4.9% Junction, 15.1% Vehicle, 17.5% Violation, 22.3% Density, 34.5% Recurrence, 5.8% Temporal"
HS_8961892c9c7ffff,57.13137640909959,Moderate,212,No Junction,Hebbala,"CHI = 57 | 4.9% Junction, 13.5% Vehicle, 16.1% Violation, 23.3% Density, 38.2% Recurrence, 3.8% Temporal"
HS_8960145b06bffff,57.06314209457397,Moderate,213,No Junction,Malleshwaram,"CHI = 57 | 5.0% Junction, 16.9% Vehicle, 15.6% Violation, 23.9% Density, 35.3% Recurrence, 3.3% Temporal"
HS_8960145b017ffff,57.04102011222225,Moderate,214,No Junction,Sheshadripuram,"CHI = 57 | 5.0% Junction, 14.1% Vehicle, 13.7% Violation, 23.9% Density, 39.9% Recurrence, 3.4% Temporal"
HS_89618920927ffff,56.948425166943586,Moderate,215,No Junction,HAL Old Airport,"CHI = 57 | 5.0% Junction, 15.1% Vehicle, 18.9% Violation, 24.2% Density, 34.2% Recurrence, 2.7% Temporal"
HS_8960145b40fffff,56.88726737935773,Moderate,216,BTP052 - CID Carlton House Junction,Cubbon Park,"CHI = 57 | 24.8% Junction, 16.8% Vehicle, 14.1% Violation, 21.6% Density, 20.0% Recurrence, 2.7% Temporal"
HS_8960145b443ffff,56.83814758562213,Moderate,217,BTP166 - Coffee Board Junction,Cubbon Park,"CHI = 57 | 24.9% Junction, 16.5% Vehicle, 13.9% Violation, 20.8% Density, 21.2% Recurrence, 2.8% Temporal"
HS_8961892e94fffff,56.62551182334139,Moderate,218,No Junction,Pulikeshinagar(F.Town),"CHI = 57 | 5.0% Junction, 13.5% Vehicle, 13.2% Violation, 24.3% Density, 37.4% Recurrence, 6.6% Temporal"
HS_89618924e6fffff,56.60034656628071,Moderate,219,"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,"CHI = 57 | 25.0% Junction, 16.2% Vehicle, 18.4% Violation, 19.7% Density, 16.0% Recurrence, 4.8% Temporal"
HS_89618925b47ffff,56.54991399545207,Moderate,220,BTP180 - Swagath Poornima Theatre,Halasuru Gate,"CHI = 57 | 25.0% Junction, 14.4% Vehicle, 17.1% Violation, 21.4% Density, 16.0% Recurrence, 6.1% Temporal"
HS_8960145a35bffff,56.44858481732139,Moderate,221,"BTP016 - 5th Main Road, RPC Layout",Vijayanagara,"CHI = 56 | 25.0% Junction, 13.3% Vehicle, 15.3% Violation, 23.1% Density, 20.4% Recurrence, 2.9% Temporal"
HS_8960145b187ffff,56.420475431984705,Moderate,222,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,"CHI = 56 | 25.0% Junction, 14.1% Vehicle, 17.5% Violation, 19.2% Density, 20.0% Recurrence, 4.2% Temporal"
HS_8961892ec9bffff,56.39203896837266,Moderate,223,No Junction,Jeevanbheemanagar,"CHI = 56 | 5.0% Junction, 14.1% Vehicle, 12.9% Violation, 24.6% Density, 39.2% Recurrence, 4.3% Temporal"
HS_8961892421bffff,56.31963060490913,Moderate,224,No Junction,HSR Layout,"CHI = 56 | 5.0% Junction, 14.0% Vehicle, 14.1% Violation, 24.3% Density, 37.2% Recurrence, 5.4% Temporal"
HS_8960145b007ffff,56.264614783455926,Moderate,225,No Junction,Malleshwaram,"CHI = 56 | 5.0% Junction, 15.8% Vehicle, 15.5% Violation, 23.4% Density, 36.9% Recurrence, 3.3% Temporal"
HS_89618925b33ffff,56.2357628761412,Moderate,226,BTP119 - Minerva Circle,City Market,"CHI = 56 | 25.1% Junction, 14.2% Vehicle, 16.4% Violation, 20.9% Density, 19.6% Recurrence, 3.8% Temporal"
HS_8960145b1c7ffff,56.20696584475516,Moderate,227,BTP061 - Bhashyam Circle,Rajajinagar,"CHI = 56 | 25.1% Junction, 16.0% Vehicle, 16.5% Violation, 19.1% Density, 19.1% Recurrence, 4.1% Temporal"
HS_8960145b1d3ffff,56.10415207143112,Moderate,228,BTP010 - Rajajinagar Entrance,Sheshadripuram,"CHI = 56 | 25.2% Junction, 15.5% Vehicle, 13.9% Violation, 21.6% Density, 20.0% Recurrence, 3.8% Temporal"
HS_89618924203ffff,56.097225503723806,Moderate,229,No Junction,HSR Layout,"CHI = 56 | 5.0% Junction, 13.7% Vehicle, 15.2% Violation, 24.1% Density, 33.6% Recurrence, 8.3% Temporal"
HS_896014598cbffff,56.072327398836606,Moderate,230,No Junction,Chikkabanavara,"CHI = 56 | 5.0% Junction, 17.7% Vehicle, 21.6% Violation, 21.6% Density, 28.3% Recurrence, 5.8% Temporal"
HS_89618925b73ffff,55.8368140275695,Moderate,231,"BTP168 - MSR Building, JC Road",Halasuru Gate,"CHI = 56 | 25.3% Junction, 14.0% Vehicle, 15.8% Violation, 21.2% Density, 18.3% Recurrence, 5.4% Temporal"
HS_89618925a33ffff,55.67427368386575,Moderate,232,BTP172 - Nanjappa Circle,Ashok Nagar,"CHI = 56 | 25.4% Junction, 13.5% Vehicle, 12.8% Violation, 22.9% Density, 22.1% Recurrence, 3.3% Temporal"
HS_8960145a6c7ffff,55.629318867622736,Moderate,233,BTP215 - Vanivillas Junction,Basavanagudi,"CHI = 56 | 25.4% Junction, 14.5% Vehicle, 15.5% Violation, 21.8% Density, 20.0% Recurrence, 2.8% Temporal"
HS_89618925367ffff,55.61673461511797,Moderate,234,"BTP145 - Sri Hatti Maramma Circle, Domluru",Halasur,"CHI = 56 | 25.4% Junction, 15.7% Vehicle, 13.4% Violation, 21.8% Density, 20.8% Recurrence, 2.8% Temporal"
