spatiotemporal_hotspot_id,temporal_block,violation_count,dominant_junction,dominant_vehicle_type,dominant_violation_type,dominant_police_station
8961892ec23ffff_Night_21-07,Night (21-07),255,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
8960145b18fffff_Night_21-07,Night (21-07),253,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",TWO_WHEELER,NO PARKING,Magadi Road
8960145b17bffff_Night_21-07,Night (21-07),251,"BTP182 - 19th Main Junction, Rajajinagar",TWO_WHEELER,WRONG PARKING,Rajajinagar
89618925947ffff_Night_21-07,Night (21-07),251,"BTP186 - 9th Cross, 4th Main, Jayanagar",TWO_WHEELER,WRONG PARKING,Wilson Garden
8960169052fffff_Evening_Rush_16-21,Evening Rush (16-21),250,No Junction,CAR_JEEP,NO PARKING,Chikkajala
896189242afffff_Morning_Rush_07-10,Morning Rush (07-10),250,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout
8961892598bffff_Night_21-07,Night (21-07),249,BTP225 - Geetha Junction,TWO_WHEELER,NO PARKING,Jayanagara
89618924053ffff_Night_21-07,Night (21-07),248,No Junction,CAR_JEEP,WRONG PARKING,Hulimavu
8960145b44fffff_Night_21-07,Night (21-07),246,BTP034 - LRDE Junction,CAR_JEEP,NO PARKING,High ground
896189266abffff_Night_21-07,Night (21-07),246,No Junction,TWO_WHEELER,NO PARKING,Electronic City
89618924203ffff_Night_21-07,Night (21-07),245,No Junction,TWO_WHEELER,NO PARKING,HSR Layout
896014593b3ffff_Night_21-07,Night (21-07),245,No Junction,TWO_WHEELER,NO PARKING,Jalahalli
89618925a4fffff_Night_21-07,Night (21-07),244,No Junction,CAR_JEEP,NO PARKING,Ashok Nagar
8961892eca3ffff_Night_21-07,Night (21-07),243,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
8960145b42fffff_Night_21-07,Night (21-07),242,BTP058 - Subbanna Junction,CAR_JEEP,WRONG PARKING,Upparpet
8960145b5c7ffff_Evening_Rush_16-21,Evening Rush (16-21),241,BTP043 - Upparpet Junction,TWO_WHEELER,WRONG PARKING,City Market
89618920bdbffff_Night_21-07,Night (21-07),241,No Junction,TWO_WHEELER,WRONG PARKING,HAL Old Airport
8960145b09bffff_Night_21-07,Night (21-07),240,BTP054 - Shivananda Circle,CAR_JEEP,NO PARKING,High ground
8960145a0afffff_Night_21-07,Night (21-07),239,No Junction,TWO_WHEELER,NO PARKING,Banashankari
89618924053ffff_Evening_Rush_16-21,Evening Rush (16-21),239,No Junction,CAR_JEEP,WRONG PARKING,Hulimavu
8961892ebb7ffff_Night_21-07,Night (21-07),239,No Junction,TWO_WHEELER,WRONG PARKING,Pulikeshinagar(F.Town)
8960145b147ffff_Evening_Rush_16-21,Evening Rush (16-21),237,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",CAR_JEEP,WRONG PARKING,Rajajinagar
8961892ee9bffff_Night_21-07,Night (21-07),237,No Junction,TWO_WHEELER,NO PARKING,Banaswadi
89618924823ffff_Night_21-07,Night (21-07),233,No Junction,TWO_WHEELER,NO PARKING,Thalagattapura
89618920b03ffff_Night_21-07,Night (21-07),232,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
8961892ed23ffff_Night_21-07,Night (21-07),230,No Junction,TWO_WHEELER,WRONG PARKING,Halasur
8961892582bffff_Night_21-07,Night (21-07),230,"BTP123 - 10th Cross, Wilson Garden",TWO_WHEELER,NO PARKING,Wilson Garden
8960145a273ffff_Night_21-07,Night (21-07),229,No Junction,TWO_WHEELER,NO PARKING,Vijayanagara
8961892e2bbffff_Morning_Rush_07-10,Morning Rush (07-10),228,No Junction,CAR_JEEP,WRONG PARKING,K.R. Pura
8960145b307ffff_Morning_Rush_07-10,Morning Rush (07-10),228,"BTP001 - 10th Cross, Dr. Rajkumar Road",CAR_JEEP,NO PARKING,Malleshwaram
8961892421bffff_Morning_Rush_07-10,Morning Rush (07-10),227,No Junction,TWO_WHEELER,NO PARKING,HSR Layout
8960145b6afffff_Night_21-07,Night (21-07),227,BTP032 - Windsor Circle,TWO_WHEELER,NO PARKING,High ground
8960145865bffff_Night_21-07,Night (21-07),226,No Junction,TWO_WHEELER,WRONG PARKING,Rajajinagar
8960145a2b7ffff_Evening_Rush_16-21,Evening Rush (16-21),225,"BTP095 - Satellite Bus Stand, Mysore Road",TWO_WHEELER,WRONG PARKING,Byatarayanapura
8960145a687ffff_Night_21-07,Night (21-07),223,No Junction,CAR_JEEP,NO PARKING,Basavanagudi
8961892440bffff_Night_21-07,Night (21-07),223,No Junction,CAR_JEEP,WRONG PARKING,Hulimavu
8960145a323ffff_Night_21-07,Night (21-07),222,No Junction,TWO_WHEELER,WRONG PARKING,Byatarayanapura
896189240d3ffff_Night_21-07,Night (21-07),222,No Junction,CAR_JEEP,WRONG PARKING,Hulimavu
89618925b2fffff_Morning_Rush_07-10,Morning Rush (07-10),221,BTP104 - Medical College Circle,AUTO_RICKSHAW,WRONG PARKING,City Market
89618925b2bffff_Morning_Rush_07-10,Morning Rush (07-10),220,BTP104 - Medical College Circle,AUTO_RICKSHAW,WRONG PARKING,City Market
8960145a13bffff_Night_21-07,Night (21-07),219,No Junction,TWO_WHEELER,WRONG PARKING,Byatarayanapura
896189242abffff_Morning_Rush_07-10,Morning Rush (07-10),217,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout
8960145b583ffff_Night_21-07,Night (21-07),217,"BTP083 - AS Char Street, Mysore Road",HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Chamarajpet
8960145b26bffff_Night_21-07,Night (21-07),217,No Junction,CAR_JEEP,WRONG PARKING,Sadashivanagar
896189244d7ffff_Night_21-07,Night (21-07),216,No Junction,TWO_WHEELER,WRONG PARKING,Electronic City
8960145a2c3ffff_Night_21-07,Night (21-07),214,No Junction,TWO_WHEELER,NO PARKING,Magadi Road
8960145a69bffff_Morning_Rush_07-10,Morning Rush (07-10),213,BTP108 - Tagore Park Junction,TWO_WHEELER,WRONG PARKING,Basavanagudi
8961892ec27ffff_Night_21-07,Night (21-07),212,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
8961892738fffff_Night_21-07,Night (21-07),212,No Junction,TWO_WHEELER,NO PARKING,Bellandur
89618925407ffff_Night_21-07,Night (21-07),212,No Junction,CAR_JEEP,WRONG PARKING,Bellandur
8960145b14fffff_Night_21-07,Night (21-07),208,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",CAR_JEEP,NO PARKING,Rajajinagar
89618925a33ffff_Night_21-07,Night (21-07),208,BTP172 - Nanjappa Circle,TWO_WHEELER,NO PARKING,Ashok Nagar
8960145b1d7ffff_Night_21-07,Night (21-07),206,BTP010 - Rajajinagar Entrance,TWO_WHEELER,WRONG PARKING,Rajajinagar
8960145b107ffff_Night_21-07,Night (21-07),206,"BTP024 - NPS, Vijayanagar",TWO_WHEELER,WRONG PARKING,Magadi Road
896014581cfffff_Night_21-07,Night (21-07),206,No Junction,TWO_WHEELER,NO PARKING,Kamakshipalya
89601459557ffff_Night_21-07,Night (21-07),204,No Junction,TWO_WHEELER,NO PARKING,Yeshwanthpura
8960145b30fffff_Morning_Rush_07-10,Morning Rush (07-10),203,No Junction,TWO_WHEELER,WRONG PARKING,Malleshwaram
8961892c9b7ffff_Night_21-07,Night (21-07),203,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8961892cb43ffff_Night_21-07,Night (21-07),201,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli
89618920b73ffff_Night_21-07,Night (21-07),200,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
8960145b693ffff_Night_21-07,Night (21-07),199,No Junction,AUTO_RICKSHAW,NO PARKING,Shivajinagar
8960145b41bffff_Night_21-07,Night (21-07),199,BTP047 - Vidhan Soudha Metro Station,CAR_JEEP,NO PARKING,Cubbon Park
89618927313ffff_Night_21-07,Night (21-07),197,No Junction,CAR_JEEP,NO PARKING,Bellandur
8960145b307ffff_Evening_Rush_16-21,Evening Rush (16-21),197,"BTP001 - 10th Cross, Dr. Rajkumar Road",CAR_JEEP,WRONG PARKING,Malleshwaram
89618924ccfffff_Night_21-07,Night (21-07),197,No Junction,TWO_WHEELER,NO PARKING,Hulimavu
8961892c96fffff_Evening_Rush_16-21,Evening Rush (16-21),196,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli
8960145a68fffff_Night_21-07,Night (21-07),194,No Junction,CAR_JEEP,NO PARKING,Basavanagudi
8961892540bffff_Night_21-07,Night (21-07),194,No Junction,LIGHT_COMMERCIAL,NO PARKING,Bellandur
896189242abffff_Night_21-07,Night (21-07),193,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
89601690c2bffff_Evening_Rush_16-21,Evening Rush (16-21),193,No Junction,CAR_JEEP,NO PARKING,Chikkajala
89618925817ffff_Night_21-07,Night (21-07),192,BTP126 - Dairy Circle,TWO_WHEELER,PARKING IN A MAIN ROAD,Mico Layout
8961892cb0bffff_Morning_Rush_07-10,Morning Rush (07-10),190,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
89618925d9bffff_Night_21-07,Night (21-07),189,No Junction,TWO_WHEELER,NO PARKING,Mico Layout
89601458293ffff_Night_21-07,Night (21-07),189,No Junction,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Rajajinagar
89618920923ffff_Evening_Rush_16-21,Evening Rush (16-21),189,No Junction,TWO_WHEELER,NO PARKING,HAL Old Airport
8961892e48fffff_Night_21-07,Night (21-07),189,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura
8961892420fffff_Morning_Rush_07-10,Morning Rush (07-10),188,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout
89601459053ffff_Night_21-07,Night (21-07),187,No Junction,TWO_WHEELER,NO PARKING,Jalahalli
8960145b337ffff_Night_21-07,Night (21-07),187,BTP023 - Mahalaxmi Layout Entrance,TWO_WHEELER,WRONG PARKING,Rajajinagar
8961892cb93ffff_Night_21-07,Night (21-07),186,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
89618925a37ffff_Night_21-07,Night (21-07),184,BTP172 - Nanjappa Circle,TWO_WHEELER,NO PARKING,Ashok Nagar
8961892097bffff_Night_21-07,Night (21-07),184,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,HAL Old Airport
8960145b59bffff_Morning_Rush_07-10,Morning Rush (07-10),184,BTP082 - KR Market Junction,TWO_WHEELER,WRONG PARKING,City Market
8960145b34fffff_Night_21-07,Night (21-07),180,No Junction,CAR_JEEP,NO PARKING,Yeshwanthpura
8961892f69bffff_Night_21-07,Night (21-07),180,No Junction,CAR_JEEP,NO PARKING,K.R. Pura
89601459537ffff_Night_21-07,Night (21-07),180,No Junction,CAR_JEEP,WRONG PARKING,Rajajinagar
8961892090bffff_Night_21-07,Night (21-07),179,No Junction,TWO_WHEELER,WRONG PARKING,HAL Old Airport
8961892ed47ffff_Night_21-07,Night (21-07),179,No Junction,TWO_WHEELER,WRONG PARKING,Jeevanbheemanagar
89618925373ffff_Night_21-07,Night (21-07),177,"BTP148 - 17th Main, Doopanahalli Bus Stop",LIGHT_COMMERCIAL,NO PARKING,Jeevanbheemanagar
8960145a223ffff_Morning_Rush_07-10,Morning Rush (07-10),177,"BTP016 - 5th Main Road, RPC Layout",TWO_WHEELER,WRONG PARKING,Vijayanagara
8960145b403ffff_Night_21-07,Night (21-07),177,BTP041 - Gopal Gowda Circle,TWO_WHEELER,NO PARKING,Cubbon Park
8961892c9d7ffff_Morning_Rush_07-10,Morning Rush (07-10),177,No Junction,TWO_WHEELER,NO PARKING,Hebbala
89618925b3bffff_Night_21-07,Night (21-07),175,BTP167 - JC Road Junction,TWO_WHEELER,WRONG PARKING,City Market
896014594b7ffff_Night_21-07,Night (21-07),175,No Junction,TWO_WHEELER,WRONG PARKING,Yeshwanthpura
8961892c997ffff_Night_21-07,Night (21-07),175,No Junction,CAR_JEEP,WRONG PARKING,R.T. Nagar
89618925363ffff_Night_21-07,Night (21-07),174,"BTP148 - 17th Main, Doopanahalli Bus Stop",CAR_JEEP,NO PARKING,Jeevanbheemanagar
8960145b557ffff_Night_21-07,Night (21-07),174,BTP045 - Danvanthri Road Junction,CAR_JEEP,WRONG PARKING,Upparpet
89618925a7bffff_Night_21-07,Night (21-07),174,No Junction,CAR_JEEP,NO PARKING,Ashok Nagar
8961892e867ffff_Night_21-07,Night (21-07),173,No Junction,CAR_JEEP,NO PARKING,Pulikeshinagar(F.Town)
89618925b67ffff_Evening_Rush_16-21,Evening Rush (16-21),173,BTP082 - KR Market Junction,CAR_JEEP,WRONG PARKING,City Market
8960145b433ffff_Night_21-07,Night (21-07),172,BTP037 - KR Circle,CAR_JEEP,WRONG PARKING,Upparpet
89618925c6fffff_Night_21-07,Night (21-07),171,BTP135 - UCO Bank Junction,TWO_WHEELER,NO PARKING,Adugodi
8960145b173ffff_Night_21-07,Night (21-07),170,"BTP170 - Dr. Bheem Rao Palace, Chord Road",CAR_JEEP,WRONG PARKING,Rajajinagar
8961892ed0fffff_Night_21-07,Night (21-07),169,No Junction,CAR_JEEP,NO PARKING,Halasur
8960169052bffff_Night_21-07,Night (21-07),168,No Junction,CAR_JEEP,WRONG PARKING,Chikkajala
8961892e16fffff_Night_21-07,Night (21-07),167,No Junction,TWO_WHEELER,WRONG PARKING,Banaswadi
8960145829bffff_Night_21-07,Night (21-07),167,No Junction,CAR_JEEP,NO PARKING,Rajajinagar
89618924a47ffff_Night_21-07,Night (21-07),166,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",CAR_JEEP,NO PARKING,Jayanagara
89618925977ffff_Night_21-07,Night (21-07),165,BTP216 - Yediyur Junction,CAR_JEEP,WRONG PARKING,Basavanagudi
89618924ec7ffff_Night_21-07,Night (21-07),165,No Junction,TWO_WHEELER,NO PARKING,J.P. Nagar
8961892e2a3ffff_Night_21-07,Night (21-07),165,No Junction,TWO_WHEELER,NO PARKING,K.R. Pura
8960145b6a7ffff_Evening_Rush_16-21,Evening Rush (16-21),165,BTP032 - Windsor Circle,TWO_WHEELER,WRONG PARKING,High ground
8961892eba3ffff_Morning_Rush_07-10,Morning Rush (07-10),164,No Junction,TWO_WHEELER,NO PARKING,Pulikeshinagar(F.Town)
8960145b377ffff_Morning_Rush_07-10,Morning Rush (07-10),164,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram
8961892cd3bffff_Night_21-07,Night (21-07),164,No Junction,CAR_JEEP,WRONG PARKING,R.T. Nagar
89618920907ffff_Night_21-07,Night (21-07),164,No Junction,LIGHT_COMMERCIAL,PARKING IN A MAIN ROAD,HAL Old Airport
8961892cd33ffff_Night_21-07,Night (21-07),163,No Junction,TWO_WHEELER,WRONG PARKING,R.T. Nagar
8961892588bffff_Night_21-07,Night (21-07),163,BTP136 - Hosur-Tavarkere Road Junction,CAR_JEEP,NO PARKING,Mico Layout
89618925b23ffff_Night_21-07,Night (21-07),163,BTP118 - Basappa Circle,TWO_WHEELER,WRONG PARKING,City Market
89618924ac3ffff_Night_21-07,Night (21-07),162,"BTP197 - 9th Cross, 24th Main, JP Nagar",TWO_WHEELER,WRONG PARKING,J.P. Nagar
8960145950bffff_Night_21-07,Night (21-07),161,No Junction,TWO_WHEELER,NO PARKING,Yeshwanthpura
89601690577ffff_Night_21-07,Night (21-07),160,No Junction,CAR_JEEP,WRONG PARKING,Chikkajala
89618924ccbffff_Night_21-07,Night (21-07),160,No Junction,TWO_WHEELER,WRONG PARKING,Hulimavu
8961892e3d3ffff_Morning_Rush_07-10,Morning Rush (07-10),159,No Junction,TWO_WHEELER,WRONG PARKING,K.R. Pura
8961892536bffff_Night_21-07,Night (21-07),158,"BTP148 - 17th Main, Doopanahalli Bus Stop",CAR_JEEP,NO PARKING,Jeevanbheemanagar
8961892e937ffff_Office_Hours_10-16,Office Hours (10-16),158,BTP211 - Central Street Junction,AUTO_RICKSHAW,NO PARKING,Shivajinagar
8961892735bffff_Night_21-07,Night (21-07),157,No Junction,CAR_JEEP,NO PARKING,Bellandur
8960145b4cfffff_Night_21-07,Night (21-07),156,BTP042 - Minsk Square Junction (CTO),TWO_WHEELER,NO PARKING,Cubbon Park
89618925893ffff_Night_21-07,Night (21-07),155,BTP136 - Hosur-Tavarkere Road Junction,CAR_JEEP,NO PARKING,Mico Layout
89618924a63ffff_Night_21-07,Night (21-07),155,"BTP113 - 27th Cross, Pai Vista, KR Road",TWO_WHEELER,NO PARKING,Banashankari
8961892cb7bffff_Morning_Rush_07-10,Morning Rush (07-10),154,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli
8961892eeb3ffff_Night_21-07,Night (21-07),154,No Junction,TWO_WHEELER,NO PARKING,Banaswadi
8960145b5cbffff_Evening_Rush_16-21,Evening Rush (16-21),153,BTP044 - Sagar Theatre Junction,CAR_JEEP,NO PARKING,Upparpet
896189276c3ffff_Night_21-07,Night (21-07),153,No Junction,TWO_WHEELER,WRONG PARKING,Whitefield
89618925967ffff_Night_21-07,Night (21-07),153,BTP109 - Dewan Madhava Rao Junction,TWO_WHEELER,NO PARKING,Basavanagudi
8960145b087ffff_Night_21-07,Night (21-07),153,No Junction,CAR_JEEP,NO PARKING,Sheshadripuram
896189209a3ffff_Night_21-07,Night (21-07),152,No Junction,CAR_JEEP,NO PARKING,Bellandur
8961892422fffff_Night_21-07,Night (21-07),152,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
8960145b42fffff_Evening_Rush_16-21,Evening Rush (16-21),151,BTP058 - Subbanna Junction,CAR_JEEP,NO PARKING,Upparpet
8961892734bffff_Night_21-07,Night (21-07),150,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
8960145b40fffff_Night_21-07,Night (21-07),149,BTP052 - CID Carlton House Junction,CAR_JEEP,NO PARKING,Cubbon Park
8960145b287ffff_Night_21-07,Night (21-07),148,No Junction,CAR_JEEP,NO PARKING,Sadashivanagar
8960145868bffff_Night_21-07,Night (21-07),148,"BTP206 - Shankara Mutt Circle, Vijayanagar",TWO_WHEELER,WRONG PARKING,Vijayanagara
8961892e933ffff_Evening_Rush_16-21,Evening Rush (16-21),147,BTP211 - Central Street Junction,CAR_JEEP,WRONG PARKING,Shivajinagar
8960145b4b7ffff_Night_21-07,Night (21-07),147,BTP075 - Police Corner,CAR_JEEP,WRONG PARKING,Halasuru Gate
8960145a21bffff_Night_21-07,Night (21-07),147,No Junction,TWO_WHEELER,NO PARKING,Magadi Road
89601459477ffff_Night_21-07,Night (21-07),146,No Junction,TWO_WHEELER,WRONG PARKING,Yeshwanthpura
8960145b053ffff_Night_21-07,Night (21-07),146,No Junction,TWO_WHEELER,NO PARKING,Sheshadripuram
8961892c82fffff_Night_21-07,Night (21-07),145,No Junction,TWO_WHEELER,NO PARKING,Hebbala
896189259c7ffff_Night_21-07,Night (21-07),145,BTP219 - Canara Bank Junction,CAR_JEEP,NO PARKING,Jayanagara
89601459e87ffff_Night_21-07,Night (21-07),144,No Junction,TWO_WHEELER,WRONG PARKING,Chikkabanavara
89618924223ffff_Night_21-07,Night (21-07),143,No Junction,TWO_WHEELER,NO PARKING,HSR Layout
8961892e057ffff_Night_21-07,Night (21-07),143,No Junction,AUTO_RICKSHAW,NO PARKING,Mahadevapura
8961892e93bffff_Night_21-07,Night (21-07),143,No Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar
896189240cbffff_Night_21-07,Night (21-07),142,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout
8960145b58bffff_Evening_Rush_16-21,Evening Rush (16-21),142,"BTP083 - AS Char Street, Mysore Road",CAR_JEEP,WRONG PARKING,City Market
8961892e6cbffff_Night_21-07,Night (21-07),142,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,K.R. Pura
8960145b07bffff_Night_21-07,Night (21-07),141,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram
89601459573ffff_Night_21-07,Night (21-07),141,No Junction,CAR_JEEP,NO PARKING,Yeshwanthpura
8960145a06bffff_Evening_Rush_16-21,Evening Rush (16-21),140,BTP096 - Gali Anjaneya Temple,TWO_WHEELER,NO PARKING,Byatarayanapura
8961892ec9bffff_Morning_Rush_07-10,Morning Rush (07-10),140,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
896189209abffff_Night_21-07,Night (21-07),140,No Junction,LIGHT_COMMERCIAL,PARKING ON FOOTPATH,Bellandur
89601458083ffff_Night_21-07,Night (21-07),140,No Junction,TWO_WHEELER,NO PARKING,Kamakshipalya
89618925bc7ffff_Night_21-07,Night (21-07),140,BTP103 - Shanti Nagar TTMC,CAR_JEEP,NO PARKING,Wilson Garden
89618925b6bffff_Night_21-07,Night (21-07),139,"BTP080 - NR Road, SP Road Junction",AUTO_RICKSHAW,WRONG PARKING,Halasuru Gate
8960145a23bffff_Night_21-07,Night (21-07),139,No Junction,TWO_WHEELER,NO PARKING,Vijayanagara
8961892edd3ffff_Night_21-07,Night (21-07),139,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
8961892cb83ffff_Night_21-07,Night (21-07),138,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli
8961892eca3ffff_Morning_Rush_07-10,Morning Rush (07-10),138,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
8961892ee9bffff_Morning_Rush_07-10,Morning Rush (07-10),138,No Junction,TWO_WHEELER,NO PARKING,Banaswadi
89601696687ffff_Night_21-07,Night (21-07),137,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Yelahanka
8961892c9cfffff_Night_21-07,Night (21-07),137,No Junction,TWO_WHEELER,WRONG PARKING,Hebbala
8961892ecb3ffff_Night_21-07,Night (21-07),136,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
89618925367ffff_Night_21-07,Night (21-07),136,"BTP145 - Sri Hatti Maramma Circle, Domluru",TWO_WHEELER,NO PARKING,Halasur
8961892e913ffff_Night_21-07,Night (21-07),136,No Junction,CAR_JEEP,NO PARKING,Pulikeshinagar(F.Town)
8961892e16fffff_Morning_Rush_07-10,Morning Rush (07-10),136,No Junction,TWO_WHEELER,WRONG PARKING,Banaswadi
8960145b5c7ffff_Morning_Rush_07-10,Morning Rush (07-10),133,BTP043 - Upparpet Junction,TWO_WHEELER,WRONG PARKING,City Market
8961892e3b7ffff_Evening_Rush_16-21,Evening Rush (16-21),132,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Banaswadi
8960145a6c7ffff_Night_21-07,Night (21-07),132,BTP215 - Vanivillas Junction,TWO_WHEELER,NO PARKING,Basavanagudi
89601459573ffff_Evening_Rush_16-21,Evening Rush (16-21),132,No Junction,AUTO_RICKSHAW,NO PARKING,Yeshwanthpura
89618924a07ffff_Night_21-07,Night (21-07),132,"BTP117 - 9th Cross, Kanakapura Road",AUTO_RICKSHAW,WRONG PARKING,J.P. Nagar
8960145b50bffff_Night_21-07,Night (21-07),131,BTP048 - Shanthala Junction,AUTO_RICKSHAW,WRONG PARKING,Chamarajpet
8961892ed3bffff_Night_21-07,Night (21-07),131,No Junction,CAR_JEEP,NO PARKING,Halasur
8960145b16bffff_Morning_Rush_07-10,Morning Rush (07-10),129,BTP027 - Modi Bridge Junction,TWO_WHEELER,WRONG PARKING,Vijayanagara
8960145b073ffff_Morning_Rush_07-10,Morning Rush (07-10),129,No Junction,TWO_WHEELER,WRONG PARKING,Malleshwaram
8960145a2b7ffff_Morning_Rush_07-10,Morning Rush (07-10),129,"BTP095 - Satellite Bus Stand, Mysore Road",TWO_WHEELER,WRONG PARKING,Byatarayanapura
8960145b407ffff_Night_21-07,Night (21-07),128,BTP037 - KR Circle,CAR_JEEP,NO PARKING,Cubbon Park
8960145ae4bffff_Night_21-07,Night (21-07),128,No Junction,CAR_JEEP,NO PARKING,Jnanabharathi
8960145a68bffff_Night_21-07,Night (21-07),127,BTP108 - Tagore Park Junction,TWO_WHEELER,WRONG PARKING,Basavanagudi
8960145b6b7ffff_Night_21-07,Night (21-07),127,"BTP033 - Sophia High School, Sankey Road",TWO_WHEELER,WRONG PARKING,High ground
89618925403ffff_Evening_Rush_16-21,Evening Rush (16-21),126,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Bellandur
8960145b483ffff_Night_21-07,Night (21-07),126,BTP063 - Siddalingaiah Circle,CAR_JEEP,NO PARKING,Cubbon Park
8961892536bffff_Morning_Rush_07-10,Morning Rush (07-10),125,"BTP148 - 17th Main, Doopanahalli Bus Stop",CAR_JEEP,NO PARKING,Jeevanbheemanagar
8961892e94bffff_Night_21-07,Night (21-07),125,No Junction,CAR_JEEP,NO PARKING,Pulikeshinagar(F.Town)
89618920babffff_Evening_Rush_16-21,Evening Rush (16-21),124,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,HAL Old Airport
8960145940fffff_Night_21-07,Night (21-07),124,No Junction,TWO_WHEELER,NO PARKING,Yeshwanthpura
896189242c3ffff_Night_21-07,Night (21-07),123,No Junction,CAR_JEEP,NO PARKING,HSR Layout
896189240c3ffff_Night_21-07,Night (21-07),123,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
8960145a32bffff_Night_21-07,Night (21-07),123,No Junction,CAR_JEEP,NO PARKING,Byatarayanapura
8961892e00bffff_Night_21-07,Night (21-07),123,No Junction,TWO_WHEELER,NO PARKING,Mahadevapura
8960145b1c3ffff_Night_21-07,Night (21-07),122,BTP010 - Rajajinagar Entrance,TWO_WHEELER,WRONG PARKING,Rajajinagar
8961892e16bffff_Evening_Rush_16-21,Evening Rush (16-21),122,No Junction,AUTO_RICKSHAW,PARKING IN A MAIN ROAD,Banaswadi
89618925123ffff_Evening_Rush_16-21,Evening Rush (16-21),122,No Junction,CAR_JEEP,NO PARKING,Adugodi
8961892e383ffff_Evening_Rush_16-21,Evening Rush (16-21),121,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Mahadevapura
8960145b003ffff_Night_21-07,Night (21-07),121,No Junction,TWO_WHEELER,NO PARKING,Sheshadripuram
89618925b63ffff_Evening_Rush_16-21,Evening Rush (16-21),121,"BTP080 - NR Road, SP Road Junction",HEAVY_COMMERCIAL,WRONG PARKING,City Market
